,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
194,0,0,2,2,0,22,23,21,8,22,27,4,1,13,3,0,0
195,0,0,1,1,0,21,21,20,8,21,22,2,0,10,3,0,0
196,0,0,1,0,0,5,8,3,1,3,4,1,0,6,2,0,0
197,0,4,16,0,0,29,35,13,7,28,30,7,0,16,7,0,0
198,0,1,11,0,0,21,24,3,4,17,18,2,0,4,4,0,0
199,0,1,12,0,0,33,34,2,3,22,25,1,0,15,7,0,0
200,0,0,1,0,1,23,13,10,12,5,13,6,0,13,3,0,0
201,0,0,1,0,0,15,13,9,10,3,10,5,0,13,3,0,0
202,0,0,9,1,4,34,27,17,17,26,25,12,0,9,4,0,0
203,0,0,9,0,1,33,25,15,11,21,24,8,0,6,4,0,0
204,0,0,6,0,0,14,15,4,2,9,11,3,0,8,5,0,0
205,0,0,15,0,1,35,34,10,10,28,26,9,0,12,12,0,0
206,0,3,13,3,0,32,23,19,11,30,27,7,0,16,10,0,0
207,0,2,13,2,0,32,23,17,9,29,26,7,0,15,8,0,0
208,0,0,7,1,2,23,28,15,15,21,21,12,0,5,4,0,0
209,0,0,7,0,1,23,25,15,11,19,20,9,0,5,3,0,0
210,0,5,8,0,1,16,10,6,1,18,19,5,0,13,7,0,0
211,0,4,7,0,0,13,9,5,0,11,16,5,0,13,7,0,0
212,0,0,11,0,0,14,13,0,0,11,11,0,0,11,6,0,0
213,0,0,9,0,0,13,10,0,0,9,8,0,0,10,5,0,0
214,0,0,6,0,1,32,35,12,8,30,29,9,0,9,9,0,0
215,0,0,5,0,1,31,34,10,7,27,29,9,0,9,9,0,0
216,0,0,10,0,0,21,24,9,2,20,14,6,0,19,11,0,0
217,0,0,10,0,0,19,21,8,0,20,11,4,0,15,9,0,0
218,0,0,11,0,0,19,16,8,1,19,12,4,0,17,5,0,0
219,0,0,11,0,0,15,16,6,0,18,11,2,0,15,5,0,0
220,0,0,3,0,0,4,10,2,1,1,8,0,0,7,4,0,0
221,0,3,15,0,0,24,25,6,12,10,21,2,0,19,8,0,0
222,0,0,9,1,1,23,27,7,8,17,15,4,0,16,5,0,0
223,0,0,8,1,0,20,23,7,5,14,13,4,0,15,5,0,0
224,0,1,10,0,0,25,28,0,0,22,22,0,0,17,9,1,0
225,0,1,10,0,0,25,24,0,0,19,19,0,0,17,9,0,0
226,0,0,4,0,0,9,5,3,1,7,5,3,0,10,3,1,0
227,0,4,11,0,0,22,9,11,4,16,19,7,0,17,7,0,0
228,0,0,9,0,0,22,24,0,1,20,20,0,0,14,9,0,0
229,0,0,9,0,0,22,24,0,1,20,20,0,0,14,9,0,0
230,0,7,7,0,0,19,22,3,0,20,13,10,0,15,10,0,0
231,0,6,6,0,0,15,20,2,0,20,12,10,0,12,9,0,0
232,0,0,12,0,1,19,30,10,7,19,10,9,0,20,8,0,0
233,0,0,9,0,0,19,27,8,4,18,7,6,0,20,7,0,0
234,0,2,9,0,0,20,22,6,0,20,19,2,0,17,9,0,0
235,0,2,9,0,0,18,20,6,0,16,17,1,0,15,9,0,0
236,0,6,9,0,2,25,24,13,14,16,18,11,0,13,8,0,0
237,0,5,9,0,2,23,22,13,11,15,15,9,0,12,8,0,0
238,0,3,14,1,0,16,19,14,9,7,22,2,1,19,5,0,0
239,0,2,14,1,0,14,17,13,8,4,22,2,1,19,5,0,0
240,0,0,2,0,0,9,10,2,1,8,3,2,0,7,5,0,0
241,0,2,7,0,0,31,21,13,4,20,16,7,0,17,10,0,0
242,0,0,10,0,0,22,20,0,0,18,20,0,0,10,7,0,0
243,0,0,9,0,0,20,17,0,0,15,14,0,0,8,5,0,0
244,0,5,7,0,1,32,29,13,12,17,6,16,0,13,11,0,0
245,0,4,7,0,0,30,28,11,7,16,5,9,0,13,10,0,0
246,0,0,14,0,0,18,20,4,0,22,22,4,0,9,7,0,0
247,0,0,12,0,0,16,18,4,0,22,19,3,0,9,6,0,0
248,0,4,11,0,1,15,23,0,1,17,16,0,0,15,8,0,0
249,0,3,6,0,0,12,16,0,0,13,13,0,0,14,8,0,0
250,0,1,9,0,0,25,27,3,4,15,21,0,0,18,11,0,0
251,0,1,9,0,0,25,27,3,4,15,21,0,0,18,10,0,0
252,0,4,8,0,0,27,24,12,7,15,9,12,0,19,8,0,0
253,0,4,7,0,0,26,23,9,6,15,7,7,0,18,7,0,0
254,0,7,9,0,1,27,30,10,13,16,9,18,0,19,13,0,0
255,0,7,8,0,0,25,26,9,11,15,7,10,0,19,13,0,0
256,0,3,10,0,0,30,29,3,9,16,16,10,0,18,12,0,0
257,0,3,9,0,0,29,28,2,8,13,15,8,0,17,10,0,0
258,0,5,9,0,0,21,25,0,0,15,24,0,0,7,11,0,0
259,0,4,8,0,0,20,23,0,0,12,17,0,0,5,10,0,0
260,0,4,10,0,3,26,16,11,5,20,13,9,1,13,11,0,0
261,0,4,9,0,0,23,16,8,4,18,12,9,0,12,11,0,0
262,0,5,5,0,1,14,8,3,0,8,1,9,0,7,8,0,0
263,0,3,4,0,0,11,8,3,0,8,0,6,0,5,6,0,0
264,0,1,9,0,0,28,25,13,7,14,3,9,0,16,10,0,0
265,0,1,8,0,0,23,23,13,6,13,3,7,0,15,6,0,0
266,0,4,8,0,0,29,27,4,1,22,16,5,0,15,9,0,0
267,0,3,7,0,0,26,24,3,0,22,16,5,0,14,7,0,0
268,0,3,10,0,3,22,18,11,14,6,6,10,0,17,12,0,0
269,0,2,10,0,1,17,17,10,11,4,5,9,0,17,9,0,0
270,0,1,15,0,0,26,19,10,7,21,22,5,0,18,4,0,0
271,0,1,14,0,0,25,17,10,5,17,21,5,0,16,2,0,0
272,0,6,6,0,2,10,19,3,5,7,12,4,0,14,12,0,0
273,0,6,6,0,0,8,16,2,4,6,11,4,0,13,11,0,0
274,0,0,0,0,0,29,19,0,0,26,26,0,0,0,0,0,0
275,0,0,0,0,1,14,14,6,5,14,12,7,0,0,0,0,0
276,0,0,12,2,1,30,11,14,10,24,19,9,0,13,3,0,0
277,0,0,11,2,0,27,10,10,7,23,15,7,0,11,2,0,0
278,0,0,10,6,1,25,11,13,9,15,18,6,0,17,2,0,0
279,0,0,8,3,0,23,8,7,8,13,16,4,0,14,2,0,0
280,0,11,3,0,2,15,18,7,5,23,17,12,0,11,11,0,0
281,0,9,2,0,0,14,18,6,5,22,17,7,0,11,9,0,0
282,0,0,1,0,0,14,10,5,1,13,7,4,0,8,2,0,0
283,0,0,1,0,0,18,14,13,5,23,17,7,0,12,3,0,0
284,0,2,6,2,0,17,4,9,6,11,18,0,0,13,3,0,0
285,0,1,2,1,0,12,3,8,5,10,15,0,0,12,2,0,0
286,0,0,10,1,0,25,18,8,6,18,18,1,0,18,3,0,0
287,0,0,13,2,0,28,19,14,8,20,21,3,0,19,3,0,0
288,0,0,12,1,0,19,20,10,1,29,26,0,0,14,4,0,0
289,0,0,12,1,0,19,18,10,1,27,19,0,0,14,2,0,0
290,0,7,8,0,1,21,16,13,9,13,10,11,0,15,12,1,0
291,0,6,7,0,0,19,13,13,6,12,8,9,0,15,11,0,0
292,0,3,0,0,0,25,30,0,0,29,24,0,0,0,0,0,0
293,0,1,9,0,0,12,9,0,0,12,8,0,0,8,6,0,0
294,0,0,6,3,0,18,16,12,1,23,19,3,0,19,3,1,0
295,0,0,5,1,0,16,14,11,0,20,18,1,0,18,2,0,0
296,0,0,9,0,0,17,4,3,3,13,6,6,0,12,3,0,0
297,0,0,10,3,0,23,6,10,10,19,17,6,0,15,5,0,0
298,0,4,15,3,1,26,7,16,8,19,24,6,0,19,6,0,0
299,0,3,15,2,0,26,4,12,4,18,21,6,0,19,3,0,0
300,0,0,11,2,0,20,16,15,0,19,19,2,0,22,8,0,0
301,0,0,10,2,0,19,14,14,0,17,17,2,0,19,5,0,0
302,0,8,7,0,0,22,7,12,4,24,15,7,0,11,6,0,0
303,0,5,6,0,0,22,7,11,3,22,15,7,0,10,5,0,0
304,0,1,9,0,0,26,23,16,15,20,23,5,1,13,4,0,0
305,0,0,9,0,0,25,23,16,12,19,20,5,0,13,3,0,0
306,0,4,4,0,0,17,18,0,1,11,18,2,0,12,9,0,0
307,0,3,2,0,0,13,13,0,0,10,15,2,0,10,8,0,0
308,0,0,7,4,0,21,20,18,13,22,22,5,1,15,5,0,0
309,0,0,6,4,0,18,17,14,10,20,22,5,0,14,3,0,0
310,0,3,7,0,1,32,15,14,4,16,3,13,0,15,15,0,0
311,0,3,7,0,0,29,12,12,4,16,3,9,0,15,14,0,0
312,0,1,8,0,0,11,11,0,0,8,7,3,0,8,6,0,0
313,0,1,8,0,0,10,11,0,0,6,7,3,0,7,5,0,0
314,0,1,16,0,0,16,11,3,1,14,16,0,0,14,5,0,0
315,0,1,15,0,0,15,10,0,0,12,14,0,0,13,4,0,0
316,0,0,14,4,1,28,25,6,12,24,24,6,2,19,3,0,0
317,0,0,12,4,0,27,22,5,9,21,23,5,0,19,3,0,0
318,0,0,6,1,0,21,16,17,8,22,19,3,0,10,1,0,0
319,0,0,4,1,0,19,13,15,7,20,16,3,0,10,1,0,0
320,0,0,10,0,0,13,23,10,0,17,17,4,0,19,5,0,0
321,0,0,9,0,0,13,23,9,0,15,16,3,0,18,5,0,0
322,0,0,4,0,0,9,9,3,1,5,8,0,0,9,2,0,0
323,0,0,13,0,0,17,18,6,4,13,16,1,0,18,5,0,0
324,0,4,5,0,0,32,27,0,0,26,24,0,0,14,12,0,0
325,0,4,5,0,0,32,24,0,0,21,23,0,0,14,12,0,0
326,46,41,37,47,0,0,0,0,4,0,0,5,49,35,42,49,0
327,0,2,10,0,0,20,19,3,0,17,24,0,0,14,8,0,0
328,0,6,6,0,0,18,24,0,0,25,19,0,0,7,13,0,0
329,0,5,5,0,0,18,22,0,0,24,16,0,0,7,12,0,0
330,0,2,18,1,0,28,14,16,12,13,19,5,1,19,7,0,0
331,0,1,16,1,0,27,13,15,10,10,19,4,0,19,5,0,0
332,0,2,12,0,0,16,8,8,5,6,3,4,0,13,8,0,0
333,0,1,11,0,0,14,6,6,5,4,3,2,0,13,7,0,0
334,0,4,6,0,1,26,17,1,0,16,14,1,0,9,8,0,0
335,0,4,4,0,0,24,13,0,0,12,13,0,0,7,5,0,0
336,0,0,11,0,0,19,23,1,0,17,18,0,0,14,5,0,0
337,0,0,10,0,0,18,20,0,0,15,16,0,0,14,5,0,0
338,0,1,9,0,0,20,23,5,4,15,18,2,0,19,5,0,0
339,0,1,8,0,0,18,22,4,3,14,18,1,0,17,5,0,0
340,0,0,3,0,0,9,6,3,1,1,8,1,0,8,2,1,0
341,0,1,15,1,0,27,11,13,9,14,21,4,0,19,3,0,0
342,0,2,11,0,0,25,21,4,1,21,21,1,0,16,9,0,0
343,0,2,11,0,0,23,17,4,0,20,19,1,0,13,9,0,0
344,0,1,16,1,1,27,16,15,12,10,18,6,1,19,9,0,0
345,0,1,15,1,0,26,10,14,9,9,14,6,1,17,8,0,0
346,0,11,12,0,8,48,47,6,7,49,48,8,0,16,11,0,0
347,0,1,11,0,0,17,9,6,1,15,6,8,0,13,11,0,0
348,0,0,8,0,0,25,20,9,1,18,17,5,0,20,6,0,0
349,0,0,8,0,0,24,19,9,1,15,17,4,0,17,5,0,0
350,0,1,15,0,0,20,18,0,0,19,25,0,0,11,7,0,0
351,0,0,13,0,0,20,16,0,0,17,21,0,0,11,7,0,0
352,0,0,0,0,1,21,19,9,7,12,15,6,0,0,0,1,0
353,0,0,0,0,1,21,19,9,6,10,13,6,0,0,0,0,0
354,0,7,2,0,1,24,16,13,12,12,3,16,0,13,12,1,0
355,0,4,1,0,0,23,16,11,11,11,2,9,0,13,11,0,0
356,0,6,5,0,0,25,23,9,8,13,2,12,0,17,16,1,0
357,0,4,4,0,0,20,21,8,6,12,0,7,0,17,12,0,0
358,0,4,7,0,2,26,14,12,7,14,7,13,0,8,11,0,0
359,0,4,7,0,2,25,14,12,5,12,6,8,0,6,10,0,0
360,0,1,1,0,0,1,5,4,3,1,8,0,0,8,3,0,0
361,0,3,7,0,0,8,7,6,5,2,17,2,0,12,5,0,0
362,0,0,0,0,3,23,14,5,5,11,12,12,0,0,1,0,0
363,0,0,0,0,1,20,10,3,2,10,10,5,0,0,0,0,0
364,0,1,12,0,0,20,18,3,1,20,18,1,0,15,10,0,0
365,0,0,10,0,0,19,17,3,0,16,16,1,0,14,9,0,0
366,0,0,3,0,1,25,29,6,12,16,19,8,0,7,3,1,0
367,0,0,3,0,0,21,29,6,11,14,19,8,0,7,2,0,0
368,0,4,1,0,0,18,17,5,0,13,14,3,0,13,7,0,0
369,0,4,1,0,0,22,23,7,0,17,19,6,0,15,7,0,0
370,0,0,1,0,0,16,12,10,1,33,17,4,0,1,0,0,0
371,0,0,0,0,0,14,9,9,0,24,11,3,0,0,0,0,0
372,0,0,0,0,35,7,4,35,28,4,2,28,0,0,1,0,0
373,0,5,6,0,0,25,19,0,0,15,18,0,0,11,12,0,0
374,0,0,1,0,1,19,21,8,12,2,12,9,0,9,3,0,0
375,0,0,0,0,0,18,16,7,6,2,10,8,0,8,3,0,0
376,0,7,7,0,10,47,47,9,8,49,45,7,0,14,5,0,0
377,0,3,1,0,0,12,8,7,0,14,7,5,0,12,5,0,0
378,0,4,5,0,0,13,9,0,0,8,11,0,0,5,6,0,0
379,0,3,2,0,0,11,7,0,0,7,9,0,0,5,5,0,0
380,0,5,2,0,8,32,40,0,6,35,35,0,0,2,0,0,0
381,0,3,8,0,0,14,8,5,0,12,12,6,0,12,8,0,0
382,0,2,10,0,1,32,29,14,17,29,28,10,0,8,3,0,0
383,0,1,9,0,0,28,25,14,13,27,26,8,0,7,3,0,0
384,0,5,6,0,0,25,13,11,0,18,5,12,0,10,13,0,0
